Customer code,R,F,M
1525,519,8,-0.3431017491269163
1529,483,16,3.3048841780758123
1533,320,10,-0.15753396011020968
1534,238,42,-0.34472810973078793
1544,783,2,-0.498229828697202
1545,495,7,-0.3423757713809177
1547,525,2,-0.08062999916339002
1548,323,22,1.5061134164852
1554,635,7,-1.8213832629163194
1559,922,5,-0.36674979079836506
1560,1077,2,0.01902864575437302
1565,894,11,-0.33445098678347046
1573,385,25,-0.036785819050708615
1575,249,15,1.3732340447248843
1583,671,8,-0.09568378361044472
1588,624,10,-0.020596257091370362
1590,247,27,-0.016870010094347947
1607,218,15,-0.1487051094430086
1610,432,11,-0.14245677178276533
1615,320,13,0.4675345760922936
1624,300,24,0.1887964731459014
1627,239,15,0.4795882214745787
1652,1239,2,-0.06213592450282701
1661,1117,6,-0.33692107698889967
1665,1236,3,-0.23356037550703002
1672,379,5,0.981445679875415
1676,1261,2,-0.09903960786637503
1681,529,30,0.7199360066379202
1687,244,1,-0.253753420614635
1688,465,22,0.30657153591572395
1693,259,2,0.03473392197688599
1694,397,27,-0.21836208447270347
1698,1131,4,-0.19379147151166295
1701,279,28,0.34954291285651207
1705,1229,2,-0.2926678280450402
1706,1006,8,0.33120804253225994
1721,246,15,-0.35412457296161737
1729,386,14,-0.394861641560943
1730,767,7,-0.506398434441468
1732,991,3,-0.5590486375467827
1738,942,6,-0.9107702887460511
1741,266,22,-0.18964036402991
1747,515,13,0.1621063857966535
1768,293,5,-0.45917930484450525
1770,314,5,-0.31428698441374436
1778,480,9,0.032271113854726606
1779,866,2,-0.5232368891808401
1780,346,36,-0.4079116690061657
1784,593,1,0.0734191909135085
1787,570,17,-0.447489485555763
1788,1043,2,-0.2082891259426183
1810,218,55,-0.04706124485939202
1817,519,10,0.7153866762471154
1821,1167,4,0.730909548091828
1840,286,7,-0.2719456170486744
1844,266,17,0.9783480155032266
1849,1175,8,-0.48860882130045574
1867,883,2,-0.5232368891808401
1885,845,2,-0.5232368891808401
1888,228,107,0.5937148288773025
1889,739,8,-0.4235000472319345
1899,488,21,-0.8308361004247569
1901,361,13,-0.10078780002097801
1902,414,9,0.1445546134910613
1903,322,2,-0.238362005018535
1905,964,10,0.2013635960415363
1916,834,5,0.8361687783510351
1918,586,1,-0.0252961493809947
1919,313,39,1.0267308653296034
1920,578,5,-0.26637660253668305
1928,1301,2,-0.1740545963850268
1945,320,9,-0.10844741583268
1946,230,29,0.7708644638506567
1947,354,4,0.72958611846693
1952,250,17,0.33775361872513515
1956,246,20,-0.2523465154985657
1984,278,10,-0.2829336157260047
2026,1236,4,1.3110632005418457
2069,238,45,1.13968081596195
2080,680,2,-0.25790268523178195
2081,949,1,-0.21634810973767102
2154,330,11,-0.4933219939214287
2171,382,2,-0.52189921581173
2490,627,19,0.24953896049036656
2535,329,29,0.21648142018837038
2594,244,27,0.31804754656741524
2663,620,3,-0.734519180326233
2688,276,28,0.5236418374931262
2691,474,27,-0.09273830056882813
2714,1110,4,0.6072482152643242
2733,519,16,0.17735142356362485
2757,665,1,-0.0299408485792932
2763,551,18,0.2681415314399253
2793,340,7,-0.047325899508206
2808,483,13,2.495803580999599
2812,841,11,0.1351027111422194
2870,601,4,-0.3656081842551194
2895,391,13,0.021039201387241663
2912,788,9,-0.13252900663316772
2977,882,4,-0.15930674749058896
3034,592,22,-0.46696668305514116
3092,322,13,0.285385496483309
3118,1176,2,-0.2961296771808396
3199,662,10,-0.4138742895710751
3200,228,11,-0.21965430445469786
3231,258,4,0.3207102191424145
3253,1133,2,0.019530273267788945
3286,508,18,-0.3949369646956146
3294,435,7,-0.34818267753416876
3317,859,19,0.16203972829037802
3328,477,3,-0.21552655675310295
3348,620,39,-0.05492756130221103
3376,300,21,1.1976395902178703
3399,445,9,-0.06108734003107267
3418,868,8,-0.49154152941948137
3425,342,30,-0.46865036258752363
3426,791,1,-0.0270920997376701
3445,343,46,1.2064524416989697
3446,1111,1,-0.23096342988164997
3451,1194,3,-0.12165873418855752
3507,634,2,-0.490055158108196
3513,344,17,0.594005418365283
3554,655,4,-0.426388717964053
3634,414,4,-0.6718013763656046
3660,503,3,-0.4643091597660231
3709,1259,2,-0.1766370491392803
3751,755,5,14.66822202221319
3767,872,4,-0.125399824049784
3852,225,79,0.9032836512688754
3884,561,14,0.2857581102944692
3900,320,8,-0.10213496115026777
3904,635,6,0.598868370010144
3916,634,2,-0.44362055198974
3930,235,20,0.084266513502965
3934,1193,2,0.313226370147503
3941,1155,3,0.9883663422005748
3947,273,11,0.6942832140814694
3953,593,4,-0.275479631669207
4069,622,3,-0.5347042208154349
4103,628,23,-0.0018647266337135555
4117,390,11,0.571200171630302
4246,281,25,-0.2626350897266889
4254,358,29,-0.3535374629535139
4260,1096,5,-0.428555254797057
4274,928,6,-0.37776697460088743
4277,834,2,-0.5232368891808401
4288,525,9,0.6792801893506066
4308,1028,9,-0.10260393220729432
4317,1295,1,-0.25790268523178195
4322,221,196,0.4588131319667102
4356,277,24,0.06243605408402486
4399,865,1,-0.027463675673534
4475,1222,1,0.0175589418886391
4495,431,9,0.26059110842317273
4508,234,35,0.5114573566574525
4540,921,1,-0.25790268523178195
4582,475,6,0.13012563656447793
4633,1308,4,-0.6089195807393619
4635,319,11,0.2434017023675214
4724,432,5,-0.8080079882561562
4730,963,2,-0.2725593769825411
4758,227,14,0.5374634048204947
4776,481,24,1.1827263783656725
4801,426,27,-0.29921453094377815
4849,271,10,-0.16415420470085074
4873,382,26,0.3417273841742092
4876,258,13,0.6018082378014741
4896,614,13,-0.4096314208971923
4916,498,7,0.1886621837900174
4921,278,34,0.42973299763563916
4933,1050,8,-0.38463857154853515
4939,818,18,0.22961665231941178
4982,235,128,0.4453948788851643
4983,664,12,-0.16082916954271212
4988,404,8,0.6462131485642446
4995,452,18,0.154496746948326
5006,971,2,-0.49253852394622
5106,477,3,-0.37291373732051203
5160,596,43,0.37616761490285633
5173,399,7,-0.1897146238555456
5199,232,213,0.41283808336076044
5249,538,1,0.0279630680928276
5290,329,19,0.4511679612756051
5303,999,2,-0.25163965179340386
5306,485,1,-0.0230666937658115
5365,823,10,-0.13026849205305133
5417,550,16,-0.34007946735121336
5424,1210,2,-0.4639085980879081
5481,265,29,-0.11714237264028977
5496,819,19,-0.18063795080721642
5544,285,18,0.11764934185673141
5596,761,11,1.6191787975172156
5884,927,2,-0.507940346487777
5912,603,8,-0.5051831723507396
6022,631,21,-0.17120499777725082
6035,305,32,-0.3393122912493116
6085,704,15,-0.2803927564840813
6150,512,12,-0.358822467333627
6159,707,2,-0.467519077598052
6182,676,10,-0.2445250498222101
6214,1245,3,0.295458968520337
6228,378,14,-0.36933566983859656
6239,273,73,-0.14906936798685988
6251,227,56,0.6508632010354211
6319,945,4,0.1992987110387345
6378,238,25,0.20439015241575903
6420,575,2,-0.07239761326493499
6427,244,25,0.9866897757432218
6442,383,7,-0.2863716588949816
6446,792,10,0.6555284765834255
6498,466,3,0.4865350813128449
6527,810,11,3.4960114454285773
6530,270,2,-0.2272147269426187
6591,678,13,-0.5179580372427347
6599,418,1,-0.26719208362837804
6685,1076,3,0.273472201102044
6697,559,7,1.3720714680734993
6708,1110,4,1.369931666414149
6713,312,6,-0.2879054631337185
6750,488,38,0.9073618246597283
6781,234,23,-0.12770733193034586
6847,397,4,-0.6546097963996361
6858,949,14,0.5581979352475462
6952,434,15,-0.5867333760301671
6983,649,47,-0.20209635114457758
7012,882,8,0.8224737481147807
7015,280,4,-0.3538044553591771
7136,320,15,-0.2637514199594317
7175,796,6,0.2504016705374821
7283,964,3,-0.05712014762249901
7326,937,4,-0.24251034069584249
7332,613,6,0.04711565788417199
7341,273,24,1.2772451231564252
7352,1064,5,0.17903983224190298
7437,908,1,-0.205262760984399
7482,586,2,-0.490055158108196
7502,263,24,0.12922603232140734
7533,1264,2,-0.510442291122594
7584,460,15,-0.014356462623461205
7669,238,6,-0.2859732682672263
7701,937,2,-0.1964172747917678
7788,609,4,-0.3632858346559702
7826,1184,9,0.22528210511770522
7837,1133,5,2.486519891377701
7849,865,5,-0.3383768716290265
7869,462,3,-0.21371215568716004
7927,244,9,-0.4405497562665908
7966,1041,4,-0.4398389054703151
8008,371,6,0.239773979478548
8024,340,17,0.5637705255216642
8056,427,15,-0.24027359947332072
8061,904,2,-0.23244156177377032
8064,270,11,1.7111203678459266
8071,511,2,-0.49264380379471506
8075,621,5,-0.09606601091992756
8152,225,18,4.33628864461456
8165,1093,3,-0.29464758745057607
8167,1118,6,-0.4216728000447138
8192,260,23,0.05022194496693134
8223,991,2,1.097131451934353
8291,404,16,-0.3698113812707437
8461,1058,13,-0.12202436984314075
8473,1124,4,0.013363593397684781
8480,804,8,-0.7610904544604675
8500,941,2,0.27086423628611506
8544,279,3,0.318557986573314
8554,406,17,-0.1835327783495286
8611,866,2,0.9091326071840231
8651,286,45,-0.3167143035099622
8689,525,2,-0.48484070914157307
8708,260,16,4.9340492349237755
8858,741,3,0.48863448535047693
9011,276,29,0.6795770682886684
9045,363,8,-0.13142399890997702
9073,364,6,-0.5208103772802575
9076,1000,6,-0.22182481156183734
9081,784,6,-0.368501401169654
9082,279,29,-0.4545765040323879
9130,820,15,-0.46305521484112744
9281,931,2,0.033235232368902023
9285,628,11,0.12932340740807732
9349,249,10,0.3821691435356929
9400,924,2,-0.363112432552567
9459,431,11,-0.39839441046548096
9550,330,2,-0.2258770535735087
9553,441,3,-0.299849650552672
9559,783,18,-0.6253295272618798
9599,636,6,-0.0031029152395170845
9666,229,29,-0.08978921462672639
9728,292,15,1.6908600058666734
9788,313,6,0.020207367195362796
9834,974,7,-1.8600890895688047
9836,1119,5,0.26682216991683805
9838,314,6,1.4413570427851345
9839,225,27,0.41215559052118567
9880,475,5,-0.10048962008700903
9993,391,14,-0.9339704129807948
10000,641,17,1.7372210859490793
10018,364,23,-0.21454162014606276
10033,916,6,-0.42219598178166295
10048,860,4,1.0931240054660614
10052,571,3,-0.05309845740999902
10108,438,9,-0.1679236788349564
10185,390,15,-0.274149972524582
10194,553,11,2.1412259723167115
10205,918,3,-0.6148841148425941
10239,718,6,-0.6396310721711287
10334,347,7,-0.214938024106288
10341,1023,8,0.00694548987515764
10399,237,23,-0.08420235864754394
10409,974,8,-0.2537088362010866
10458,1064,6,0.5937344291629588
10492,791,2,-0.499567502066311
10598,306,20,-0.2199509329416561
10741,791,6,-0.48776377317036834
10943,749,9,0.03874557893430325
10987,515,11,-0.5565270012668674
10989,659,1,0.0734191909135085
11000,691,5,0.011303952214071988
11138,528,18,0.5655131407248428
11204,1306,3,0.857014868165924
11207,230,89,0.6372299068803003
11241,229,26,0.28887589503684735
11246,313,10,0.326236233121633
11274,1237,3,2.2561233639251546
11287,536,22,0.31205893837190046
11336,887,8,0.5132042844697843
11357,496,2,-0.065579194841832
11407,1153,2,-0.1623313756085211
11447,383,22,-0.11434027561617614
11551,523,16,-0.15783751485155886
11591,412,7,-0.23508334211430387
11600,221,19,-0.3578653478901307
11689,496,9,0.06981133987550975
11705,312,63,-0.16328695312166666
11741,1007,4,6.690331727821615
11863,985,12,-0.11470247601644208
11872,357,10,-0.44681140216865384
11890,1006,2,-0.257213290831362
11901,1075,2,-0.459722175877175
11944,1114,6,0.26208100688659525
11945,430,12,-0.21227539540181953
11982,868,5,-0.37216860652971434
12044,697,4,0.051371234505190516
12062,620,19,-0.33351614586337897
12091,1015,6,-0.5815471973451658
12152,423,4,-0.1697359550704489
12156,463,3,-0.29984332953288084
12224,372,16,-0.40177606657272885
12276,356,17,1.407277880384491
12284,655,2,-0.3395792899478547
12289,363,21,0.5203404406645138
12295,694,5,-0.04083496381312077
12298,278,4,-0.4362881201886935
12370,774,2,0.12736780278775
12395,651,8,-0.17512259007663153
12404,636,6,-0.4374689059404384
12410,1265,1,-0.19177703168544602
12457,266,24,0.6038249806222091
12459,582,17,-0.4304296428630091
12460,312,32,0.7069732824518866
12513,651,17,0.6394902697320051
12524,669,8,-0.2917004113324138
12627,242,11,0.3648361908922456
12647,459,8,-0.34837606310542907
12658,406,28,-0.40942406861911085
12696,994,7,3.4085851919613304
12773,299,40,0.46028340752867225
12780,537,21,-0.2311504919819842
12834,916,10,0.7066655826013125
12900,225,7,0.0030782539776477574
12945,427,13,-0.6287657447876446
12999,463,5,-0.3552340332527175
13037,697,1,0.0149579103375919
13044,928,5,0.09737022835854195
13047,385,18,-0.5047815096526176
13147,638,5,-0.07032199149682548
13171,973,9,2.781539659961101
13193,935,2,0.11730428785810404
13268,938,3,0.11248816547547286
13324,374,12,0.1201921732123836
13354,385,5,-0.27841380497899304
13355,655,3,-0.31591411684652004
13370,757,9,-0.19693240571677403
13401,225,16,3.4121505644176957
13481,225,9,2.573968180876667
13596,932,5,1.91939159128061
13656,421,9,-0.7184526497216307
13665,454,8,-0.33185951275627956
13718,277,11,1.5978130934639798
13735,1239,4,-0.41500153133072054
13766,370,17,0.11908434067258865
13774,292,64,0.13445440426305916
13848,602,8,1.416455841096754
13898,354,10,-0.4366405430797573
13901,237,12,-0.14027710522854733
13912,298,58,0.71257285065134
13959,1079,1,-0.0250484320904188
13962,421,3,-0.5291491605742693
14006,831,1,0.005296936005131121
14007,301,17,0.06835690711216318
14008,405,11,-0.3626356408119713
14019,574,4,-0.6035800345409981
14023,1301,2,-0.2348010689665058
14028,334,37,0.704293311067696
14054,615,17,-0.22861877025187324
14099,734,28,0.6187281973648399
14109,503,17,0.4882776141046691
14159,944,19,0.6712167020689795
14252,248,20,0.23287261610956844
14258,937,13,-0.3909603494132592
14264,354,14,1.093845728852402
14420,750,4,0.007224916858430491
14444,237,16,0.32898272840864884
14449,392,18,-0.15166764450306255
14453,440,13,0.14290581860411433
14497,494,25,0.39747497719340513
14549,1086,3,0.22432075559919684
14564,432,12,-0.05326891787057725
14570,833,11,-0.03668689978534079
14605,861,3,0.5225345965657902
14662,840,3,-0.5749149300081701
14666,266,14,-0.37643061629798746
14682,256,56,0.13096500395122332
14743,708,5,-0.013012596322086456
14763,405,9,0.10622283994734412
14779,357,22,0.029631578452138256
14802,336,12,-0.29237968442034384
14814,865,4,-0.10780879995276145
14837,1152,3,0.10996144911159894
14861,453,11,-0.456847421418798
14876,1050,3,0.3130568048428499
14884,389,8,-0.5404957300297075
14944,344,6,0.23929968625878031
14989,323,31,2.4059807560441886
15009,231,45,0.4315294156542465
15034,1048,12,0.5883591187807665
15084,672,5,-0.23056721030425453
15160,921,8,-0.3037322465667615
15265,1098,9,1.0761063615050388
15277,613,5,0.495213486421862
15303,733,10,-0.4325230688482344
15334,693,2,-0.48484070914157307
15423,403,33,2.1966783642087315
15433,692,2,-0.495145748429531
15464,753,12,-0.16288435604397702
15568,235,19,0.2766300311514395
15584,291,10,-0.15187770594621802
15592,810,8,-0.4349181628788803
15651,998,5,9.548155194131086
15666,498,18,0.9949661867111811
15797,398,20,-0.09544423973745647
15833,252,28,0.5660331092898166
15944,1236,2,-0.41327518389419005
15959,284,36,0.040434957506580896
15977,368,14,0.2504614928535292
15987,405,10,-0.5529314251406218
16040,1140,2,-0.21293382514091672
16049,909,6,-0.1850484783480074
16070,1223,5,-0.9248735744311551
16094,361,15,-0.21827556580946195
16116,393,21,-0.22940271837552512
16137,256,19,1.9684283152411617
16142,382,13,0.1678347936144297
16154,363,29,0.011857648774266157
16165,277,15,-0.5721555301745219
16190,645,2,-0.5052649997495571
16213,1287,3,0.19640115907161193
16272,524,3,-0.14845090739740888
16304,304,42,1.0677634429055718
16349,370,11,0.4878394374111859
16401,1090,5,-0.32379376178095703
16422,643,8,-0.2596709560004892
16455,626,6,-0.38303137988777675
16486,1096,3,-0.285296259731336
16539,309,24,0.03796396089748951
16572,969,4,-0.21014700562193764
16585,904,7,0.15969199430086292
16623,313,14,0.06804898265230198
16659,739,3,-0.7913207550552915
16669,959,2,-0.49253852394622
16714,1020,1,-0.027463675673534
16755,361,23,0.04428221343994924
16866,712,4,-0.23777986938568133
16876,227,45,0.5233905145214968
16881,326,8,-0.5969394884095429
16887,452,15,-0.2573651773214203
16903,299,2,-0.47255393152900804
16909,319,35,0.336826279999444
16920,245,9,2.2701367950968097
16963,706,2,-0.411937510525081
17011,809,4,-0.2442135809770167
17096,218,26,0.6913379658416006
17113,287,8,-0.07295188070259843
17228,257,46,0.38978234642798537
17259,227,29,2.3721848591484465
17317,224,12,-0.3851458533939178
17348,250,2,-0.48980124788535595
17377,782,6,-0.08278522498308426
17412,1203,2,-0.09186199937193698
17414,851,14,-0.4777677344666237
17430,363,33,-0.2646943287988766
17438,379,10,-0.2822843876442415
17460,416,3,-0.7504597879747941
17482,817,7,0.010979816253793212
17485,956,5,0.5956225936906776
17501,648,12,-0.2996421873218136
17514,1093,4,-0.23712651503178697
17525,239,19,0.022040266700796975
17532,904,3,-0.5333417757172667
17545,1286,3,-0.07581413295581202
17552,256,11,-0.1918076297045258
17556,238,8,0.30649948138376565
17578,727,6,0.1743459597517989
17583,813,2,-0.07699896193738201
17588,559,7,-0.23061818095604453
17592,844,8,-0.287886022964916
17623,378,20,-0.07817937987219634
17673,1093,7,-0.11233249019436499
17785,1121,3,-0.1943220847673301
17811,249,15,-0.27924778652393184
17831,1166,2,-0.400270026138955
17872,808,6,-0.6439568353578108
17899,1005,3,0.096615680081821
17953,264,12,0.3045786079492537
17999,1083,9,-0.27192956281938513
18059,389,10,0.56751411272903
18256,1254,1,-0.25790268523178195
18365,242,23,0.386283014297183
18408,382,28,-0.06835859410339959
18464,397,19,0.3299108901736405
18472,1250,3,-0.7616615638546371
18514,607,9,-0.2719855839843897
18547,293,20,-0.16879557519805755
18554,245,11,1.2672275445853483
18561,348,10,2.8870868010509034
18649,277,18,0.2670216428554463
18694,309,96,0.22178673929330006
18758,250,8,-0.13475292895577642
18818,375,6,1.3883540916676667
18851,276,14,-0.2876962048922557
18865,287,2,-0.18947499772337748
18867,507,3,-0.312972345933405
18926,937,1,0.005296936005131121
19020,225,12,0.010261236104775983
19139,1146,4,0.04082931555811986
19146,1202,2,-0.1881620960833249
19191,572,5,-0.316570008893015
19198,1072,1,0.0174970125659951
19236,595,10,0.13465564547649297
19282,318,22,0.2042823736277403
19290,391,8,0.12009861958872757
19297,327,26,0.06441374040577431
19411,434,7,0.03455915319950342
19412,385,13,-0.374336816159242
19498,225,9,-0.24684582749099254
19499,379,6,-0.2660691839694511
19574,307,24,0.07476649303405059
19672,1175,1,0.0175589418886391
19694,1014,13,0.47925053439176485
19743,348,22,0.46499658535898225
19784,395,34,-0.5150858572993556
19820,665,6,0.5651463055974324
19837,1163,3,-0.21637498847332545
19892,292,10,-0.4242375424223185
19930,508,5,0.018812882584654467
19933,617,20,1.716538374972015
19988,323,18,0.3233296774794686
20012,1058,6,0.13370793823281937
20017,592,12,0.5428074592855965
20163,243,32,-0.16005941771439922
20168,246,11,0.09061284057809196
20190,265,63,0.013730361532982086
20213,319,7,0.49358635751315394
20220,360,1,-0.23235683964114004
20227,503,5,-0.6380807320984321
20236,650,7,-0.45412723409197797
20347,537,2,-0.48484070914157307
20375,1302,2,0.7824357410392941
20415,617,7,0.4320636578679634
20423,441,13,0.9837918224384007
20451,287,6,-0.42812478548498556
20574,481,15,0.5146764275113381
20698,1233,2,-0.2958033096505049
20700,301,27,-0.16498558164946764
20735,237,10,-0.043761433954662796
20754,732,23,0.9491959230226149
20867,391,19,0.017179990254997352
20892,1008,9,-0.18514119077288405
20921,385,5,0.03939695084505945
20933,637,5,-0.34468901783951356
20936,1029,2,-0.038293135284895
20954,1058,3,4.807958880357145
20966,220,1,-0.20681099405049802
20970,404,9,-2.202839160836031
20977,922,4,-0.0035244653194995146
20991,249,9,-0.10348718673551051
21019,1114,2,-0.24420813307612632
21041,279,9,0.006907868986340493
21092,538,12,3.8756387834442356
21111,225,8,0.03540098147468965
21121,468,6,-0.19712120475915432
21141,1237,6,1.0668360579829248
21239,523,6,-0.27306306880671155
21284,231,29,-0.1374158225853613
21288,1137,14,0.023032210378693203
21454,465,71,-0.37574499914065335
21459,729,10,-0.39820369376924253
21500,599,13,1.0097415599071373
21530,571,9,0.07901784375930732
21543,959,9,-0.35685459906285144
21567,407,11,-0.47960109266207873
21580,270,14,-0.15653642819856572
21591,1100,3,-0.14297338689707495
21624,628,38,0.7084967535110315
21631,410,14,0.17628859646593928
21712,316,21,-0.12284060645782278
21721,228,16,0.19016267103362688
21774,802,10,-0.25303315585650454
21775,466,11,0.2139096320863619
21802,729,4,-0.45966024655453097
21815,260,9,0.15203010202741754
21842,348,9,-0.535186030945604
21848,945,2,-0.41075466046258
21863,229,15,-0.09250600380773827
21991,314,3,-0.07095887406052309
22078,803,9,0.28069336655340804
22099,369,9,-0.2439082100713752
22102,376,5,-0.5459955521343278
22142,363,2,-0.2327883659805768
22189,517,4,-0.33555698044212834
22194,391,5,2.651856932044782
22225,491,12,0.16841777534170382
22300,491,4,-0.18795153638633574
22312,383,29,0.09947661689606616
22313,617,5,-0.41747300250991654
22325,1075,1,-0.25790268523178195
22345,1217,1,-0.039663752234398
22361,643,5,-0.051343750572577534
22365,699,15,0.028781148806446534
22506,523,10,-0.20243788215335975
22523,1044,6,0.2800106989867931
22585,348,14,-0.054068294810482
22645,696,6,0.7450405452850242
22652,1154,5,-0.199317674098102
22654,911,1,-0.027463675673534
22692,270,24,0.12299319987913579
22732,386,12,0.3335829584922714
22759,361,25,-0.1428140585846491
22772,690,7,-0.5781262525112634
22846,610,5,0.265312952324006
22871,355,6,-0.39777229551733106
22915,1063,7,1.4662959003209357
22995,776,14,-0.2104911890938368
23000,469,15,-0.23591728348059177
23025,1296,1,-0.0349571237134555
23029,601,14,0.12935546474447193
23030,574,6,-0.25886792129301733
23035,553,18,-0.0539731282606788
23072,942,4,0.19472213409534267
23085,1078,5,0.010249605496057496
23088,251,47,0.7586925677283456
23132,286,4,-0.16223538515842348
23140,1016,2,-0.39098062774235803
23155,272,60,0.10702739745430681
23177,1153,2,-0.442332422078746
23180,1198,4,-0.3828369218146741
23202,442,15,0.15836515997284123
23210,1109,1,0.30726431321717496
23230,888,2,-0.5232368891808401
23284,650,6,-0.12354916945810634
23309,425,15,-0.5172512991079079
23407,649,3,0.5458633724057791
23408,1114,4,-0.16204650072435928
23418,508,11,0.47749887701434723
23479,721,14,-0.13954712459918636
23603,249,20,-0.4391915150950014
23623,385,15,0.22831327851035868
23701,407,33,-0.342129699911863
23847,914,9,-0.11340535988823364
23861,306,14,0.39036117235312606
23863,733,10,-0.004130319882925321
23865,656,10,0.12644397867975754
23905,1296,2,-0.3463686015893142
23941,958,2,-0.131088032334633
23945,364,4,0.21269309458678548
23960,241,93,-0.22420826296337631
23962,501,13,0.1423021315669821
24029,321,6,-0.18012367000413665
24034,253,16,-0.602476922418931
24064,1278,3,0.9247866031081351
24111,896,6,0.6844228003029629
24142,777,7,0.04063231744303767
24155,999,4,-0.5344941593722801
24177,550,20,0.14301045720152133
24192,312,6,0.04280931704243854
24199,299,10,-0.0321441123198778
24219,1299,3,-0.09931073726016304
24220,442,9,-0.37157210258919365
24236,631,8,-0.22787150993186767
24247,343,13,0.416545237335058
24270,1001,4,-0.9948618808701881
24369,285,2,-0.399378243892882
24374,1152,6,-0.4138432643900572
24428,392,1,-0.26719208362837804
24446,466,8,-0.07847403770983392
24484,278,9,-0.06105100816178837
24587,433,8,-0.4113354768160531
24630,336,19,-0.08278466668391812
24665,1132,4,0.16418230792669053
24684,981,13,0.7456896784961876
24731,1065,8,-0.5389920860759099
24745,253,30,0.1344217327936105
24778,347,17,1.118722282200496
24887,390,31,-0.05972215702722504
24952,935,12,-0.34189393216558855
24955,288,42,-0.03749339456270489
24964,418,9,0.19478501018167896
25012,1114,8,4.095677968066965
25014,292,21,-0.1684425629290627
25031,1064,10,-0.3002548344073757
25037,963,3,-0.0001488865493960434
25054,355,8,-0.3103770564553851
25069,862,9,-0.2594657848593824
25086,1128,3,1.0678965976332
25108,237,19,-0.34075900554713706
25112,694,3,0.5961252106636291
25125,1146,8,0.3853172981296905
25153,314,48,1.392745596235674
25209,784,2,-0.373101632295042
25247,362,1,0.0184259524056548
25288,1110,2,-0.368583268914936
25309,1166,5,13.90494497145771
25317,403,1,-0.26719208362837804
25368,293,7,-0.16371793279605676
25371,927,14,0.07435788573976151
25394,222,12,-0.4229694790214874
25415,509,8,0.20418955677193087
25430,362,16,-0.03135242897218039
25438,1127,2,-0.3346249441363363
25453,655,7,-0.062119576101399336
25464,255,18,-0.4172814771677132
25469,986,4,-0.3919684004385293
25498,421,31,1.614208905331272
25507,281,24,0.9651681280745448
25616,735,8,0.19326369854707748
25658,480,33,3.630486197241697
25672,390,20,0.2696105366620065
25720,550,11,-0.1706945348477769
25809,236,14,-0.2692575802435865
25833,340,3,-0.283847113581467
