Customer code,R,F,M,labels
21530,571,9,0.07901784375930732,2
21543,959,9,-0.35685459906285144,0
21567,407,11,-0.47960109266207873,1
21580,270,14,-0.15653642819856572,3
21591,1100,3,-0.14297338689707495,0
21631,410,14,0.17628859646593928,2
21712,316,21,-0.12284060645782278,3
21774,802,10,-0.25303315585650454,0
21775,466,11,0.2139096320863619,2
21802,729,4,-0.45966024655453097,0
21815,260,9,0.15203010202741754,2
21842,348,9,-0.535186030945604,1
21848,945,2,-0.41075466046258,0
21991,314,3,-0.07095887406052309,1
22078,803,9,0.28069336655340804,2
22099,369,9,-0.2439082100713752,1
22102,376,5,-0.5459955521343278,1
22142,363,2,-0.2327883659805768,1
22189,517,4,-0.33555698044212834,1
22225,491,12,0.16841777534170382,2
22300,491,4,-0.18795153638633574,1
22313,617,5,-0.41747300250991654,1
22361,643,5,-0.051343750572577534,1
22365,699,15,0.028781148806446534,3
22506,523,10,-0.20243788215335975,1
22523,1044,6,0.2800106989867931,0
22585,348,14,-0.054068294810482,3
22645,696,6,0.7450405452850242,2
22652,1154,5,-0.199317674098102,0
22692,270,24,0.12299319987913579,3
22732,386,12,0.3335829584922714,2
22759,361,25,-0.1428140585846491,3
22772,690,7,-0.5781262525112634,1
22846,610,5,0.265312952324006,2
22871,355,6,-0.39777229551733106,1
22995,776,14,-0.2104911890938368,3
23000,469,15,-0.23591728348059177,3
23029,601,14,0.12935546474447193,2
23030,574,6,-0.25886792129301733,1
23035,553,18,-0.0539731282606788,3
23072,942,4,0.19472213409534267,0
23085,1078,5,0.010249605496057496,0
23132,286,4,-0.16223538515842348,1
23140,1016,2,-0.39098062774235803,0
23177,1153,2,-0.442332422078746,0
23202,442,15,0.15836515997284123,3
23230,888,2,-0.5232368891808401,0
23284,650,6,-0.12354916945810634,1
23309,425,15,-0.5172512991079079,3
23407,649,3,0.5458633724057791,2
23408,1114,4,-0.16204650072435928,0
23418,508,11,0.47749887701434723,2
23479,721,14,-0.13954712459918636,3
23603,249,20,-0.4391915150950014,3
23623,385,15,0.22831327851035868,2
23847,914,9,-0.11340535988823364,0
23861,306,14,0.39036117235312606,2
23863,733,10,-0.004130319882925321,0
23865,656,10,0.12644397867975754,2
23941,958,2,-0.131088032334633,0
23945,364,4,0.21269309458678548,2
23962,501,13,0.1423021315669821,2
24029,321,6,-0.18012367000413665,1
24034,253,16,-0.602476922418931,3
24111,896,6,0.6844228003029629,2
24142,777,7,0.04063231744303767,0
24155,999,4,-0.5344941593722801,0
24177,550,20,0.14301045720152133,3
24192,312,6,0.04280931704243854,1
24199,299,10,-0.0321441123198778,1
24220,442,9,-0.37157210258919365,1
24236,631,8,-0.22787150993186767,1
24247,343,13,0.416545237335058,2
24369,285,2,-0.399378243892882,1
24374,1152,6,-0.4138432643900572,0
24446,466,8,-0.07847403770983392,1
24484,278,9,-0.06105100816178837,1
24587,433,8,-0.4113354768160531,1
24630,336,19,-0.08278466668391812,3
24665,1132,4,0.16418230792669053,0
24684,981,13,0.7456896784961876,2
24731,1065,8,-0.5389920860759099,0
24778,347,17,1.118722282200496,2
24952,935,12,-0.34189393216558855,0
24964,418,9,0.19478501018167896,2
25014,292,21,-0.1684425629290627,3
25031,1064,10,-0.3002548344073757,0
25037,963,3,-0.0001488865493960434,0
25054,355,8,-0.3103770564553851,1
25069,862,9,-0.2594657848593824,0
25086,1128,3,1.0678965976332,2
25108,237,19,-0.34075900554713706,3
25112,694,3,0.5961252106636291,2
25125,1146,8,0.3853172981296905,0
25209,784,2,-0.373101632295042,0
25288,1110,2,-0.368583268914936,0
25368,293,7,-0.16371793279605676,1
25371,927,14,0.07435788573976151,0
25415,509,8,0.20418955677193087,2
25430,362,16,-0.03135242897218039,3
25438,1127,2,-0.3346249441363363,0
25453,655,7,-0.062119576101399336,1
25464,255,18,-0.4172814771677132,3
25469,986,4,-0.3919684004385293,0
25507,281,24,0.9651681280745448,2
25616,735,8,0.19326369854707748,2
25672,390,20,0.2696105366620065,3
25720,550,11,-0.1706945348477769,1
25809,236,14,-0.2692575802435865,3
25833,340,3,-0.283847113581467,1
25859,1055,3,0.13698740551343208,0
25959,246,20,0.3874975424559815,2
26034,665,5,-0.307895259023659,1
26063,413,3,-0.19713986894763139,1
26079,524,5,-0.3397219765168537,1
26097,337,7,-0.1690140442515745,1
26098,1152,3,-0.25735684582050405,0
26114,419,12,-0.3235893274484012,3
26188,378,10,-0.3592020537349705,1
26216,480,2,-0.368413582570892,1
26383,277,26,-0.15744110647270748,3
26425,257,17,-0.2284050867859774,3
26494,875,6,-0.05577475091191267,0
26511,314,23,-0.3063696234359139,3
26538,574,3,-0.5167694889777379,1
26543,564,11,-0.24010692772779196,1
26567,574,6,0.8968075544308094,2
26712,389,8,0.026403063756668194,1
26784,914,6,-0.005409782508002503,0
26792,390,6,-0.18605142372822658,1
26802,445,16,-0.5678561047738174,3
26850,249,4,-0.256036633701127,1
26856,361,5,-0.5575911914580524,1
27247,904,2,-0.2274129007750791,0
27283,1118,4,0.739161630334147,2
27293,704,7,-0.5793238136228543,1
27316,460,22,0.48807964577138946,2
27346,319,10,0.15755458677211123,2
27466,1170,14,-0.2102329905488996,0
27551,637,10,-0.10672095088082584,1
27565,427,12,0.46290996296969367,2
27567,715,14,0.25199100046593975,2
27591,328,5,0.4178885341685889,2
27593,528,10,0.5912396467467104,2
27603,1075,2,0.819227332328855,2
27628,438,9,-0.18053868185753538,1
27629,482,9,-0.07439882906632747,1
27819,406,9,-0.5434114195354149,1
27853,389,20,0.1257793761816274,3
28034,687,2,-0.41066795941087897,0
28065,410,4,0.059441244538927504,1
28184,930,6,0.1576618638491155,0
28190,403,10,-0.23579136388080335,1
28209,524,7,0.0985562389309374,2
28326,981,2,0.232649509162194,0
28493,1140,4,-0.008848838833815015,0
28530,1148,2,0.3882264956287209,0
28569,250,11,0.13710299265661757,2
28638,529,6,-0.2999032194167581,1
28641,350,20,-0.44084028009485915,3
28657,399,23,0.3455076773667167,3
28674,1155,4,0.09318529386117946,0
28737,524,13,-0.028150278198629426,3
28745,344,21,-0.2524467352394463,3
28782,607,6,0.48825052355008214,2
28788,235,14,0.24745590800231232,2
28804,998,2,0.094334702089451,0
28831,313,8,-0.11616771027663308,1
28975,819,3,-0.3893375217732211,0
29031,468,9,0.10424419808887028,2
29139,526,10,0.12095456352059462,2
29405,375,11,0.10361412775066207,2
29412,393,16,-0.43104270656074806,3
29443,602,2,-0.490055158108196,1
29447,286,20,-0.24909726088035747,3
29467,726,6,-0.10049577267280961,0
29508,503,6,-0.41065049816114685,1
29509,516,3,-0.08991667830829808,1
29516,753,6,0.6067154166585106,2
29535,395,14,0.41006001470924847,2
29549,602,24,-0.445267964470037,3
29564,431,25,0.022635671757174246,3
29574,775,6,-0.4655982186168575,0
29635,1107,3,-0.628347549585397,0
29646,418,15,1.0078390247223732,2
29651,677,8,0.4324424161956234,2
29655,376,20,-0.19468155754138938,3
29660,453,11,0.577808249167074,2
29665,1128,7,-0.4059004585946575,0
29670,459,10,-0.06095745453813058,1
29725,243,20,0.0759843513039419,3
29733,339,8,-0.3524559443586043,1
29737,379,15,-0.3804985972695366,3
29774,246,19,-0.20309670813451725,3
29852,1065,5,0.49886607787140425,2
29874,309,2,-0.2314506926114668,1
29882,792,2,0.10135748727727895,0
29935,1139,5,-0.01566317133124903,0
30044,259,2,-0.48996845705649505,1
30062,650,15,-0.3954625795000013,3
30209,306,7,-0.48718795855730573,1
30283,876,6,-0.05976114141050634,0
30337,1146,17,0.7846446817158608,2
30360,894,8,-0.13548906217093798,0
30362,1148,5,-0.216976201156807,0
30403,238,14,-0.193408403748919,3
30421,510,16,-0.15895346322751527,3
30441,237,25,-0.3292253451489989,3
30455,672,2,-0.49920831199497606,1
30485,414,18,-0.01701680497288494,3
30495,1061,6,-0.38572282824988413,0
30524,584,6,-0.5459381999430517,1
30571,266,24,-0.30118175028274297,3
30574,263,14,0.02435997505618141,3
30592,615,2,-0.490055158108196,1
30687,1111,5,-0.06646905868853004,0
30695,734,2,-0.499567502066311,0
30715,378,7,-0.14160954486508073,1
30730,286,7,-0.02482177781767604,1
30754,685,3,-0.09345779697708098,0
30767,1103,10,-0.2229019083939961,0
30796,315,20,-0.09204029530145652,3
30801,568,11,-0.0743673130930684,3
30824,656,12,0.7549432575364149,2
30886,263,3,-0.29984332953288084,1
30949,411,12,-0.21033762689628985,3
30973,559,22,-0.392297879450069,3
30977,292,6,-0.2515416824242351,1
30980,1082,5,-0.19939198928527507,0
31025,417,8,-0.4261042202943336,1
31033,1100,4,0.13158704753948386,0
31053,642,4,-0.305765879784242,1
31078,251,16,0.6843495801402412,2
31094,453,9,0.4375561730173238,2
31111,490,5,-0.1568496410949936,1
31150,1044,7,0.08513559241639101,0
31159,637,11,-0.04892228379735028,3
31175,560,19,0.3866129693487084,2
31196,356,14,-0.414540837689946,3
31200,300,15,0.23893756345654657,2
31245,1093,4,-0.486135031984832,0
31252,915,10,-0.20823379350246263,0
31254,406,12,-0.12149970391688768,3
31255,330,2,-0.486525186717489,1
31269,355,9,0.045600071187846036,1
31319,319,12,-0.06952211377518253,3
31325,418,13,-0.4573975074524936,3
31391,273,9,-0.18429721162057291,1
31411,1065,8,-0.06537204125758819,0
31428,250,18,-0.31390399424903365,3
31435,368,16,-0.28724568361260044,3
31599,768,2,-0.5232368891808401,0
31604,427,12,-0.3285290686340875,3
31610,1020,2,-0.408977288902698,0
31646,700,12,-0.23736811483298742,3
31658,390,6,0.10541798653196899,1
31706,481,13,0.09878692448309752,3
